"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","euftf","gincdif","lrscale","polintr","stflife","trstplc","vote","imueclt","atchctr","atcherp","crmvct","pray","rlgdgr","gndr","age"
"ESS3e03_7",3,"3.7","01.12.2018",36510300207,"ES",0.9345,0.6823111,1.9944906,6,2,77,4,7,2,3,3,,,1,7,1,1,19.67
"ESS3e03_7",3,"3.7","01.12.2018",36510501501,"ES",0.9345,0.77138925,1.9944906,88,2,77,2,7,8,1,8,,,2,6,4,2,41.33
"ESS3e03_7",3,"3.7","01.12.2018",36510501503,"ES",0.9345,0.6823111,1.9944906,5,2,8,3,8,8,1,4,,,2,6,6,1,23.25
"ESS3e03_7",3,"3.7","01.12.2018",36510501504,"ES",0.9345,1.148688,1.9944906,9,4,5,3,8,4,1,5,,,2,6,2,1,52.42
"ESS3e03_7",3,"3.7","01.12.2018",36510501505,"ES",0.9345,0.8075765,1.9944906,5,2,3,3,8,7,1,6,,,2,4,6,2,23.67
"ESS3e03_7",3,"3.7","01.12.2018",36640100601,"ES",0.9277,0.9832515,1.9944906,3,1,4,4,9,8,1,9,,,2,1,8,2,68.83
"ESS3e03_7",3,"3.7","01.12.2018",37970200701,"ES",1.0836,1.1144508,1.9944906,3,2,5,3,7,3,2,3,,,2,6,3,2,33.92
"ESS3e03_7",3,"3.7","01.12.2018",37970200702,"ES",1.0836,1.148487,1.9944906,6,2,77,3,10,7,1,6,,,2,3,8,2,60.75
"ESS3e03_7",3,"3.7","01.12.2018",37970200704,"ES",1.0836,1.0998385,1.9944906,6,2,5,4,7,6,1,6,,,2,7,5,2,36.17
"ESS3e03_7",3,"3.7","01.12.2018",37970200706,"ES",1.0836,0.93642575,1.9944906,6,3,5,3,8,7,3,6,,,2,7,6,2,19
"ESS3e03_7",3,"3.7","01.12.2018",39420100101,"ES",1.0836,1.3319619,1.9944906,5,2,10,3,7,7,1,9,,,2,7,0,1,35.5
"ESS3e03_7",3,"3.7","01.12.2018",39420100105,"ES",1.0836,1.0998385,1.9944906,1,2,5,4,8,3,1,5,,,1,6,5,2,49.75
"ESS3e03_7",3,"3.7","01.12.2018",39420100106,"ES",1.0836,0.8944648,1.9944906,88,8,88,2,8,8,2,7,,,2,1,10,2,39.75
"ESS3e03_7",3,"3.7","01.12.2018",39680100202,"ES",1.1723,1.4409919,1.9944906,5,2,5,3,10,9,1,9,,,2,5,5,1,51.75
"ESS3e03_7",3,"3.7","01.12.2018",39680100204,"ES",1.1723,1.1986833,1.9944906,5,1,5,3,10,5,1,5,,,2,7,3,1,65.67
"ESS3e03_7",3,"3.7","01.12.2018",39680100206,"ES",1.1723,1.4409919,1.9944906,5,2,3,3,7,7,1,9,,,2,6,1,1,39.33
"ESS3e03_7",3,"3.7","01.12.2018",39930400501,"ES",0.9277,1.0661625,1.9944906,4,2,4,3,8,6,1,5,,,2,6,3,1,24.58
"ESS3e03_7",3,"3.7","01.12.2018",39930400503,"ES",0.9277,0.6773462,1.9944906,5,3,10,1,6,9,2,9,,,2,6,4,1,29.33
"ESS3e03_7",3,"3.7","01.12.2018",39930400506,"ES",0.9277,1.0661625,1.9944906,5,1,5,4,9,8,1,3,,,2,7,1,1,21.33
"ESS3e03_7",3,"3.7","01.12.2018",39930400507,"ES",0.9277,0.95411223,1.9944906,88,2,5,4,9,7,2,3,,,2,5,1,2,23.17
"ESS3e03_7",3,"3.7","01.12.2018",40260100602,"ES",0.9383,1.1583546,1.9944906,10,2,5,1,8,10,1,6,,,1,1,2,1,36.58
"ESS3e03_7",3,"3.7","01.12.2018",40260100604,"ES",0.9383,0.98751456,1.9944906,9,2,5,3,7,8,3,7,,,2,7,0,1,18.58
"ESS3e03_7",3,"3.7","01.12.2018",40260100605,"ES",0.9383,0.87214273,1.9944906,2,2,6,3,5,6,8,3,,,1,1,5,2,50.25
"ESS3e03_7",3,"3.7","01.12.2018",40260100606,"ES",0.9383,1.037701,1.9944906,6,3,5,3,8,10,1,7,,,2,7,2,2,44.42
"ESS3e03_7",3,"3.7","01.12.2018",40260100607,"ES",0.9383,1.0562104,1.9944906,6,2,3,2,9,8,3,7,,,2,1,10,1,37.58
"ESS3e03_7",3,"3.7","01.12.2018",41390300303,"ES",0.9555,0.89471,1.9944906,10,2,0,2,8,3,1,8,,,2,7,0,1,63.75
"ESS3e03_7",3,"3.7","01.12.2018",41390300304,"ES",0.9555,1.0056167,1.9944906,6,2,0,1,10,6,3,8,,,2,7,3,1,17.33
"ESS3e03_7",3,"3.7","01.12.2018",41390300305,"ES",0.9555,0.92741406,1.9944906,7,2,1,4,7,9,1,7,,,2,1,10,2,58
"ESS3e03_7",3,"3.7","01.12.2018",41390300307,"ES",0.9555,0.8999296,1.9944906,9,2,2,4,0,0,3,2,,,2,7,5,2,19.67
"ESS3e03_7",3,"3.7","01.12.2018",41390700301,"ES",0.9555,1.0056167,1.9944906,4,3,5,4,10,6,2,5,,,2,7,1,1,29.42
"ESS3e03_7",3,"3.7","01.12.2018",41390700304,"ES",0.9555,1.0056167,1.9944906,4,2,5,3,9,1,3,4,,,2,7,0,1,18.58
"ESS3e03_7",3,"3.7","01.12.2018",41390700305,"ES",0.9555,0.63888067,1.9944906,10,1,5,3,6,7,1,6,,,2,7,1,1,33.58
"ESS3e03_7",3,"3.7","01.12.2018",43290100301,"ES",1.1166,1.0455606,1.9944906,5,2,0,2,10,10,1,8,,,2,5,10,1,62.58
"ESS3e03_7",3,"3.7","01.12.2018",43290100302,"ES",1.1166,1.0378712,1.9944906,5,2,3,2,8,5,2,5,,,2,6,4,2,45.92
"ESS3e03_7",3,"3.7","01.12.2018",43290100304,"ES",1.1166,1.1751665,1.9944906,6,3,3,2,9,6,1,5,,,2,7,3,1,29.83
"ESS3e03_7",3,"3.7","01.12.2018",43290100305,"ES",1.1166,1.0516603,1.9944906,7,2,0,3,10,0,1,10,,,2,7,10,2,32.08
"ESS3e03_7",3,"3.7","01.12.2018",43290100306,"ES",1.1166,1.3784704,1.9944906,7,3,0,1,7,5,1,8,,,1,7,1,1,48.25
"ESS3e03_7",3,"3.7","01.12.2018",45240100504,"ES",1.0918,1.0283026,1.9944906,5,1,8,3,9,7,3,4,,,2,1,5,2,18.17
"ESS3e03_7",3,"3.7","01.12.2018",45240100505,"ES",1.0918,0.73001564,1.9944906,4,3,7,2,8,3,2,7,,,1,6,2,1,34.58
"ESS3e03_7",3,"3.7","01.12.2018",49260100101,"ES",1.1166,1.2569163,1.9944906,2,2,10,4,8,10,1,8,,,1,1,10,1,47.92
"ESS3e03_7",3,"3.7","01.12.2018",49260100103,"ES",1.1166,1.0837787,1.9944906,2,3,5,4,6,88,1,2,,,2,1,1,2,75.83
"ESS3e03_7",3,"3.7","01.12.2018",49260100105,"ES",1.1166,1.0837787,1.9944906,5,2,5,4,4,7,1,3,,,2,1,7,2,76.92
"ESS3e03_7",3,"3.7","01.12.2018",51980500302,"ES",0.9481,0.7059581,1.9944906,3,1,88,3,7,5,1,6,,,2,5,5,2,36.5
"ESS3e03_7",3,"3.7","01.12.2018",51980500304,"ES",0.9481,0.62443584,1.9944906,3,2,7,3,8,8,3,3,,,2,7,4,1,20.5
"ESS3e03_7",3,"3.7","01.12.2018",51980500305,"ES",0.9481,0.7059581,1.9944906,4,2,5,4,8,8,1,5,,,1,1,8,2,44.5
"ESS3e03_7",3,"3.7","01.12.2018",51980500307,"ES",0.9481,1.4252003,1.9944906,5,5,8,2,7,8,1,3,,,2,3,6,1,76.08
"ESS3e03_7",3,"3.7","01.12.2018",59870100101,"ES",1.1094,1.0157309,1.9944906,2,1,2,4,9,8,2,7,,,2,1,8,2,50.83
"ESS3e03_7",3,"3.7","01.12.2018",59870100102,"ES",1.1094,1.502189,1.9944906,3,2,2,4,8,7,2,8,,,2,7,0,1,25.5
"ESS3e03_7",3,"3.7","01.12.2018",59870100103,"ES",1.1094,1.0606589,1.9944906,6,8,7,3,7,8,1,6,,,2,1,8,2,80.67
"ESS3e03_7",3,"3.7","01.12.2018",59870100105,"ES",1.1094,1.230103,1.9944906,0,4,77,4,8,8,1,9,,,2,3,5,1,53.83
"ESS3e03_7",3,"3.7","01.12.2018",59870100106,"ES",1.1094,1.230103,1.9944906,1,1,9,3,9,8,1,2,,,1,1,7,1,53.75
"ESS3e03_7",3,"3.7","01.12.2018",61140200501,"ES",0.8923,1.004627,1.9944906,7,4,7,4,9,7,2,4,,,2,7,2,1,17.08
"ESS3e03_7",3,"3.7","01.12.2018",61140200502,"ES",0.8923,0.6382519,1.9944906,4,1,4,3,6,7,1,8,,,1,7,3,1,24.33
"ESS3e03_7",3,"3.7","01.12.2018",61140200506,"ES",0.8923,0.8985278,1.9944906,8,1,4,2,8,8,1,7,,,2,5,5,1,57.08
"ESS3e03_7",3,"3.7","01.12.2018",61400200202,"ES",1.1472,1.2916149,1.9944906,5,2,5,4,8,5,3,2,,,2,7,5,1,16.58
"ESS3e03_7",3,"3.7","01.12.2018",61400200203,"ES",1.1472,1.1491662,1.9944906,88,2,6,4,9,8,1,5,,,2,5,6,1,56.42
"ESS3e03_7",3,"3.7","01.12.2018",61400200204,"ES",1.1472,0.9712288,1.9944906,10,1,5,3,8,8,1,6,,,2,2,6,2,27.25
"ESS3e03_7",3,"3.7","01.12.2018",61400200206,"ES",1.1472,0.9712288,1.9944906,9,1,88,4,5,0,2,9,,,2,7,4,2,33.67
"ESS3e03_7",3,"3.7","01.12.2018",61530401502,"ES",0.7382,0.7664947,1.9944906,3,8,88,4,8,8,1,88,,,2,1,9,2,62.67
"ESS3e03_7",3,"3.7","01.12.2018",61530401503,"ES",0.7382,0.6249661,1.9944906,3,2,88,4,7,0,1,9,,,2,7,88,2,24.5
"ESS3e03_7",3,"3.7","01.12.2018",61530903101,"ES",0.7382,0.7437792,1.9944906,2,2,5,4,8,4,2,7,,,1,7,1,2,21.5
"ESS3e03_7",3,"3.7","01.12.2018",61530903104,"ES",0.7382,0.97491336,1.9944906,7,3,5,2,7,6,1,6,,,2,2,7,1,38.58
"ESS3e03_7",3,"3.7","01.12.2018",61530903105,"ES",0.7382,0.734027,1.9944906,4,3,4,3,6,4,1,6,,,2,6,1,2,43.67
"ESS3e03_7",3,"3.7","01.12.2018",61530903106,"ES",0.7382,1.0188538,1.9944906,5,2,6,1,7,6,1,4,,,2,1,9,2,25.08
"ESS3e03_7",3,"3.7","01.12.2018",61530903107,"ES",0.7382,0.8733669,1.9944906,5,2,5,3,8,6,1,6,,,2,7,1,2,44.75
"ESS3e03_7",3,"3.7","01.12.2018",65070100101,"ES",1.1472,1.5833501,1.9944906,88,4,5,3,8,5,1,9,,,2,6,5,2,24.17
"ESS3e03_7",3,"3.7","01.12.2018",65070100103,"ES",1.1472,1.3814653,1.9944906,2,2,3,3,10,5,1,8,,,2,7,0,1,35.92
"ESS3e03_7",3,"3.7","01.12.2018",65070100104,"ES",1.1472,1.1491662,1.9944906,7,1,88,4,8,7,7,5,,,1,4,7,1,71.33
"ESS3e03_7",3,"3.7","01.12.2018",65070100106,"ES",1.1472,1.140715,1.9944906,6,2,5,4,3,8,1,2,,,2,2,6,2,45.17
"ESS3e03_7",3,"3.7","01.12.2018",65540200201,"ES",1.1472,1.2916149,1.9944906,2,2,4,3,8,2,3,88,,,2,7,1,1,18.25
"ESS3e03_7",3,"3.7","01.12.2018",65540200202,"ES",1.1472,1.1491662,1.9944906,5,2,5,4,7,5,1,5,,,2,1,8,1,82.5
"ESS3e03_7",3,"3.7","01.12.2018",65540200203,"ES",1.1472,1.1558703,1.9944906,10,2,0,3,10,8,1,3,,,2,1,6,2,29.25
"ESS3e03_7",3,"3.7","01.12.2018",65540200204,"ES",1.1472,1.140715,1.9944906,5,4,5,3,9,9,1,5,,,2,1,9,2,44.83
"ESS3e03_7",3,"3.7","01.12.2018",65540200205,"ES",1.1472,1.140715,1.9944906,5,4,5,3,10,7,1,8,,,2,1,5,2,47.92
"ESS3e03_7",3,"3.7","01.12.2018",65540200206,"ES",1.1472,1.140715,1.9944906,7,2,3,4,8,9,2,3,,,2,1,8,2,36.5
"ESS3e03_7",3,"3.7","01.12.2018",68300200102,"ES",0.7383,0.7665985,1.9944906,5,1,5,2,7,6,1,9,,,2,1,10,2,59.33
"ESS3e03_7",3,"3.7","01.12.2018",68300200103,"ES",0.7383,0.73956543,1.9944906,5,2,8,2,9,9,1,8,,,2,5,3,1,56.42
"ESS3e03_7",3,"3.7","01.12.2018",69560100102,"ES",0.8923,1.004627,1.9944906,7,2,7,3,10,0,3,7,,,2,6,6,1,16
"ESS3e03_7",3,"3.7","01.12.2018",69560100105,"ES",0.8923,1.3121843,1.9944906,6,1,6,1,0,10,1,10,,,2,1,9,1,33
"ESS3e03_7",3,"3.7","01.12.2018",69750100301,"ES",1.1472,1.1911714,1.9944906,88,8,4,4,8,2,1,88,,,2,1,8,2,75.75
"ESS3e03_7",3,"3.7","01.12.2018",70510100203,"ES",1.1168,1.1651208,1.9944906,1,1,7,3,6,5,1,6,,,1,4,5,2,32.5
"ESS3e03_7",3,"3.7","01.12.2018",70510100204,"ES",1.1168,1.2007043,1.9944906,5,1,5,3,8,5,1,5,,,2,4,5,2,56.42
"ESS3e03_7",3,"3.7","01.12.2018",70510100206,"ES",1.1168,1.3019518,1.9944906,2,4,5,3,10,6,1,3,,,2,6,10,1,29.42
"ESS3e03_7",3,"3.7","01.12.2018",72230100202,"ES",1.1168,1.1583631,1.9944906,4,2,8,3,9,8,1,5,,,2,1,9,1,74.67
"ESS3e03_7",3,"3.7","01.12.2018",72230100203,"ES",1.1168,1.7005326,1.9944906,8,3,5,3,8,6,2,4,,,2,3,8,1,29.08
"ESS3e03_7",3,"3.7","01.12.2018",72230100204,"ES",1.1168,1.3681183,1.9944906,8,2,5,3,8,4,2,5,,,1,2,6,2,47.25
"ESS3e03_7",3,"3.7","01.12.2018",72230100205,"ES",1.1168,0.82714605,1.9944906,77,2,2,3,7,5,1,7,,,2,6,2,1,25.75
"ESS3e03_7",3,"3.7","01.12.2018",72230100206,"ES",1.1168,1.1583631,1.9944906,7,2,5,4,8,7,1,4,,,2,4,6,1,77.33
"ESS3e03_7",3,"3.7","01.12.2018",72820100102,"ES",0.9798,1.0162644,1.9944906,6,2,8,4,9,7,1,5,,,2,4,6,1,62.92
"ESS3e03_7",3,"3.7","01.12.2018",72820100103,"ES",0.9798,0.8204183,1.9944906,4,4,4,4,7,5,1,9,,,2,2,5,2,52.08
"ESS3e03_7",3,"3.7","01.12.2018",72820100104,"ES",0.9798,1.2216979,1.9944906,7,1,1,3,8,4,1,5,,,1,7,2,1,53.42
"ESS3e03_7",3,"3.7","01.12.2018",73160300301,"ES",1.1168,1.2007043,1.9944906,3,2,7,4,8,3,2,3,,,2,1,7,2,74.75
"ESS3e03_7",3,"3.7","01.12.2018",73160300303,"ES",1.1168,0.8806759,1.9944906,4,1,5,4,7,10,1,7,,,2,7,7,1,42.92
"ESS3e03_7",3,"3.7","01.12.2018",73160300305,"ES",1.1168,0.8806759,1.9944906,5,3,5,3,8,8,1,8,,,2,7,1,1,44.17
"ESS3e03_7",3,"3.7","01.12.2018",73160300306,"ES",1.1168,1.2007043,1.9944906,8,1,5,4,7,8,1,8,,,2,1,8,2,74.75
"ESS3e03_7",3,"3.7","01.12.2018",73680100601,"ES",1.1168,0.9790016,1.9944906,6,2,8,3,9,7,1,5,,,1,4,6,2,31.08
"ESS3e03_7",3,"3.7","01.12.2018",73680100602,"ES",1.1168,1.5960217,1.9944906,8,4,0,4,10,6,1,8,,,2,4,5,2,33.58
"ESS3e03_7",3,"3.7","01.12.2018",73680100603,"ES",1.1168,1.5271896,1.9944906,5,4,7,1,8,5,2,2,,,2,4,7,1,53.5
"ESS3e03_7",3,"3.7","01.12.2018",74070204102,"ES",0.9896,1.0639479,1.9944906,5,2,5,4,10,5,1,4,,,2,3,8,2,75.92
"ESS3e03_7",3,"3.7","01.12.2018",74070204103,"ES",0.9896,1.0264292,1.9944906,8,2,5,4,8,5,1,5,,,1,6,10,1,81.92
"ESS3e03_7",3,"3.7","01.12.2018",74070204106,"ES",0.9896,1.0264292,1.9944906,8,2,5,3,8,10,1,10,,,2,2,6,1,57.17
"ESS3e03_7",3,"3.7","01.12.2018",74070204107,"ES",0.9896,1.0639479,1.9944906,4,4,6,4,7,6,1,4,,,2,4,7,2,64.67
"ESS3e03_7",3,"3.7","01.12.2018",74070303101,"ES",0.9896,1.2416334,1.9944906,4,2,5,4,7,7,1,5,,,2,1,7,2,69.67
"ESS3e03_7",3,"3.7","01.12.2018",74070303103,"ES",0.9896,0.8286241,1.9944906,8,4,5,3,9,7,1,6,,,2,7,4,2,49.42
"ESS3e03_7",3,"3.7","01.12.2018",74070303104,"ES",0.9896,1.3532475,1.9944906,9,2,4,2,5,4,1,6,,,2,3,5,1,50.67
"ESS3e03_7",3,"3.7","01.12.2018",74070303106,"ES",0.9896,1.0639479,1.9944906,6,2,88,4,9,7,1,7,,,2,1,9,2,71.92
"ESS3e03_7",3,"3.7","01.12.2018",74070404801,"ES",0.9896,1.0639479,1.9944906,6,2,2,4,10,8,1,5,,,2,4,7,2,60.33
"ESS3e03_7",3,"3.7","01.12.2018",74070404802,"ES",0.9896,0.8674964,1.9944906,2,2,7,3,8,7,1,3,,,1,1,5,2,27
"ESS3e03_7",3,"3.7","01.12.2018",74070404803,"ES",0.9896,0.8674964,1.9944906,88,1,88,4,7,4,2,8,,,2,7,0,2,28.75
"ESS3e03_7",3,"3.7","01.12.2018",74070404804,"ES",0.9896,0.8674964,1.9944906,5,2,5,3,8,5,1,5,,,2,7,0,2,23
"ESS3e03_7",3,"3.7","01.12.2018",74070404807,"ES",0.9896,1.0639479,1.9944906,2,2,8,4,3,3,2,3,,,2,4,5,2,65.33
"ESS3e03_7",3,"3.7","01.12.2018",74070708602,"ES",0.9896,1.0639479,1.9944906,6,2,5,2,7,9,1,9,,,2,2,9,2,60.08
"ESS3e03_7",3,"3.7","01.12.2018",74070708606,"ES",0.9896,1.0318246,1.9944906,8,3,4,3,7,6,1,3,,,2,6,2,1,56.17
"ESS3e03_7",3,"3.7","01.12.2018",74880200504,"ES",1.1168,1.3925213,1.9944906,5,1,0,2,9,7,1,6,,,2,1,8,1,47
"ESS3e03_7",3,"3.7","01.12.2018",76450100202,"ES",0.9798,0.85890555,1.9944906,5,3,5,3,8,7,3,7,,,1,6,5,2,18.75
"ESS3e03_7",3,"3.7","01.12.2018",76450100203,"ES",0.9798,1.0162644,1.9944906,9,2,3,1,9,7,1,5,,,2,7,3,1,59.58
"ESS3e03_7",3,"3.7","01.12.2018",76450100205,"ES",0.9798,0.72567844,1.9944906,9,1,3,3,7,6,1,8,,,2,7,8,1,24.42
"ESS3e03_7",3,"3.7","01.12.2018",76450100206,"ES",0.9798,1.4002346,1.9944906,7,2,5,2,7,4,2,5,,,1,4,5,2,28.17
"ESS3e03_7",3,"3.7","01.12.2018",80090300206,"ES",0.8267,0.8398144,1.9944906,8,4,5,3,8,4,1,4,,,2,2,4,1,80.25
"ESS3e03_7",3,"3.7","01.12.2018",80090300207,"ES",0.8267,0.7060657,1.9944906,5,1,5,4,8,4,1,5,,,1,7,5,2,20.42
"ESS3e03_7",3,"3.7","01.12.2018",80170101201,"ES",0.9864,1.1203707,1.9944906,8,2,88,2,10,3,1,9,,,2,7,4,1,21.92
"ESS3e03_7",3,"3.7","01.12.2018",80170101203,"ES",0.9864,0.8047114,1.9944906,8,1,5,4,8,6,1,3,,,1,3,9,2,47.08
"ESS3e03_7",3,"3.7","01.12.2018",80170101204,"ES",0.9864,0.7578495,1.9944906,8,2,3,2,8,6,1,5,,,2,1,4,1,51.67
"ESS3e03_7",3,"3.7","01.12.2018",80170101206,"ES",0.9864,1.1203707,1.9944906,9,1,88,3,8,8,2,5,,,2,7,0,1,18.75
"ESS3e03_7",3,"3.7","01.12.2018",80170101207,"ES",0.9864,0.8047114,1.9944906,3,1,88,2,7,8,8,7,,,2,6,4,2,47.17
"ESS3e03_7",3,"3.7","01.12.2018",80170300402,"ES",0.9864,1.314195,1.9944906,6,1,1,1,6,4,1,7,,,1,7,5,1,50.5
"ESS3e03_7",3,"3.7","01.12.2018",80170300404,"ES",0.9864,1.0332441,1.9944906,3,1,3,1,8,7,1,6,,,2,1,6,2,61.5
"ESS3e03_7",3,"3.7","01.12.2018",80170300406,"ES",0.9864,1.1203707,1.9944906,10,3,5,4,5,5,3,8,,,2,1,6,1,27.83
"ESS3e03_7",3,"3.7","01.12.2018",80170300407,"ES",0.9864,0.8047114,1.9944906,7,3,4,2,6,5,1,8,,,1,1,7,2,35.08
"ESS3e03_7",3,"3.7","01.12.2018",80170501501,"ES",0.9864,0.9894773,1.9944906,8,2,5,3,10,9,3,9,,,2,1,8,2,38.17
"ESS3e03_7",3,"3.7","01.12.2018",80170501503,"ES",0.9864,1.3734272,1.9944906,8,2,5,3,6,9,3,8,,,1,1,10,2,30.67
"ESS3e03_7",3,"3.7","01.12.2018",80170501504,"ES",0.9864,0.8047114,1.9944906,8,2,3,4,8,6,1,8,,,2,1,8,2,37.58
"ESS3e03_7",3,"3.7","01.12.2018",80170501507,"ES",0.9864,0.8047114,1.9944906,8,2,3,4,8,6,1,3,,,2,6,5,2,53.33
"ESS3e03_7",3,"3.7","01.12.2018",80550200403,"ES",0.8267,1.1014243,1.9944906,7,3,3,2,7,2,1,6,,,1,2,77,1,50.5
"ESS3e03_7",3,"3.7","01.12.2018",80550200405,"ES",0.8267,1.361545,1.9944906,8,5,6,2,10,10,1,9,,,1,6,5,1,55.25
"ESS3e03_7",3,"3.7","01.12.2018",80550200406,"ES",0.8267,0.86596,1.9944906,0,2,77,4,10,88,2,5,,,1,1,9,2,73.92
"ESS3e03_7",3,"3.7","01.12.2018",80550200407,"ES",0.8267,1.361545,1.9944906,9,2,3,2,10,7,1,9,,,2,7,0,1,63.08
"ESS3e03_7",3,"3.7","01.12.2018",80730100101,"ES",0.8267,0.93898064,1.9944906,7,4,3,3,7,7,3,4,,,1,7,2,1,17.33
"ESS3e03_7",3,"3.7","01.12.2018",80730100103,"ES",0.8267,0.6351522,1.9944906,4,2,6,3,6,6,1,5,,,2,7,5,1,48.17
"ESS3e03_7",3,"3.7","01.12.2018",80730100105,"ES",0.8267,0.83542305,1.9944906,9,2,2,4,9,7,1,6,,,2,6,5,1,55.08
"ESS3e03_7",3,"3.7","01.12.2018",80730100106,"ES",0.8267,1.0043002,1.9944906,2,1,6,3,7,1,1,3,,,1,7,2,1,54.42
"ESS3e03_7",3,"3.7","01.12.2018",81070100202,"ES",1.1,1.4655459,1.9944906,8,2,1,2,9,5,1,7,,,1,7,1,1,52.33
"ESS3e03_7",3,"3.7","01.12.2018",81070100206,"ES",1.1,0.897387,1.9944906,3,4,88,4,9,6,1,8,,,2,1,9,2,45
"ESS3e03_7",3,"3.7","01.12.2018",81080100402,"ES",1.1395,1.3842992,1.9944906,9,2,3,3,10,5,1,8,,,2,7,3,1,50.42
"ESS3e03_7",3,"3.7","01.12.2018",81080100404,"ES",1.1395,1.2942644,1.9944906,6,2,4,4,5,4,7,5,,,2,1,9,1,32.5
"ESS3e03_7",3,"3.7","01.12.2018",81080100405,"ES",1.1395,1.1936148,1.9944906,3,2,3,4,5,6,2,7,,,2,1,3,2,68.42
"ESS3e03_7",3,"3.7","01.12.2018",81080100406,"ES",1.1395,1.1582414,1.9944906,7,4,5,4,9,9,2,8,,,2,1,8,2,32.83
"ESS3e03_7",3,"3.7","01.12.2018",81360500602,"ES",0.8267,0.86596,1.9944906,5,2,88,4,8,5,1,5,,,2,1,5,2,75.58
"ESS3e03_7",3,"3.7","01.12.2018",81360500603,"ES",0.8267,0.83542305,1.9944906,7,2,2,4,10,6,1,8,,,1,1,8,1,64
"ESS3e03_7",3,"3.7","01.12.2018",81360500604,"ES",0.8267,0.86596,1.9944906,8,1,2,2,8,6,1,8,,,2,1,8,2,68.25
"ESS3e03_7",3,"3.7","01.12.2018",81360500605,"ES",0.8267,0.67442715,1.9944906,4,2,77,4,10,7,1,8,,,2,6,3,2,46.67
"ESS3e03_7",3,"3.7","01.12.2018",81360500606,"ES",0.8267,0.83542305,1.9944906,6,1,3,3,5,6,1,7,,,2,7,0,1,68.83
"ESS3e03_7",3,"3.7","01.12.2018",81550201002,"ES",0.9864,0.9968081,1.9944906,5,2,5,2,7,4,1,3,,,2,4,3,1,64.17
"ESS3e03_7",3,"3.7","01.12.2018",81550201003,"ES",0.9864,1.1983086,1.9944906,6,1,4,3,7,5,1,6,,,2,7,1,1,44.42
"ESS3e03_7",3,"3.7","01.12.2018",81550201004,"ES",0.9864,0.9968081,1.9944906,7,1,2,3,7,7,1,7,,,2,7,4,1,71.58
"ESS3e03_7",3,"3.7","01.12.2018",81550201007,"ES",0.9864,0.9894773,1.9944906,88,2,3,2,8,7,1,8,,,2,2,8,2,43.92
"ESS3e03_7",3,"3.7","01.12.2018",81550702101,"ES",0.9864,1.0026233,1.9944906,9,2,8,4,10,2,2,4,,,2,7,0,2,21
"ESS3e03_7",3,"3.7","01.12.2018",81550702102,"ES",0.9864,0.9894773,1.9944906,3,1,5,4,8,5,1,5,,,2,2,5,2,43
"ESS3e03_7",3,"3.7","01.12.2018",81550702103,"ES",0.9864,1.1203707,1.9944906,5,2,88,4,7,5,1,6,,,2,7,2,1,33.5
"ESS3e03_7",3,"3.7","01.12.2018",81550702104,"ES",0.9864,1.0026233,1.9944906,0,1,88,3,8,8,2,2,,,2,77,4,2,28.17
"ESS3e03_7",3,"3.7","01.12.2018",81550702105,"ES",0.9864,1.205802,1.9944906,3,1,4,2,7,5,1,5,,,1,1,5,2,66.17
"ESS3e03_7",3,"3.7","01.12.2018",81550702106,"ES",0.9864,1.0332441,1.9944906,3,3,3,4,8,4,1,5,,,2,77,5,2,57.92
"ESS3e03_7",3,"3.7","01.12.2018",81550904201,"ES",0.9864,1.0026233,1.9944906,8,2,5,4,9,8,2,4,,,2,1,10,2,26.42
"ESS3e03_7",3,"3.7","01.12.2018",81550904202,"ES",0.9864,1.0332441,1.9944906,9,1,7,4,3,3,1,4,,,2,7,0,2,60.67
"ESS3e03_7",3,"3.7","01.12.2018",81550904203,"ES",0.9864,1.0026233,1.9944906,3,2,5,4,10,5,2,5,,,2,1,8,2,22.17
"ESS3e03_7",3,"3.7","01.12.2018",81550904204,"ES",0.9864,1.1203707,1.9944906,0,2,88,4,8,1,2,5,,,2,88,7,1,33.83
"ESS3e03_7",3,"3.7","01.12.2018",81550904207,"ES",0.9864,0.8424618,1.9944906,88,2,88,4,88,4,2,0,,,2,88,4,2,19.83
"ESS3e03_7",3,"3.7","01.12.2018",81680100105,"ES",1.1,1.3363134,1.9944906,6,1,5,2,8,6,1,8,,,2,7,2,1,51.42
"ESS3e03_7",3,"3.7","01.12.2018",81680100106,"ES",1.1,1.152239,1.9944906,10,1,9,2,10,8,1,5,,,2,1,5,2,66.5
"ESS3e03_7",3,"3.7","01.12.2018",81720400102,"ES",1.1395,1.3600403,1.9944906,8,2,4,4,7,8,1,7,,,2,7,4,2,47
"ESS3e03_7",3,"3.7","01.12.2018",81720400105,"ES",1.1395,0.87547594,1.9944906,9,1,3,2,8,10,1,7,,,2,6,5,1,47.08
"ESS3e03_7",3,"3.7","01.12.2018",81720400106,"ES",1.1395,1.143055,1.9944906,2,2,1,3,10,8,1,7,,,2,1,5,2,49.42
"ESS3e03_7",3,"3.7","01.12.2018",81930110302,"ES",0.9864,1.0332441,1.9944906,7,2,5,4,88,6,1,4,,,2,6,7,2,59.83
"ESS3e03_7",3,"3.7","01.12.2018",81930207101,"ES",0.9864,1.4633621,1.9944906,8,1,5,3,7,7,1,9,,,2,7,0,1,26.67
